fix             log_frcs all print ${tsamp} "${fxh} ${fyh} ${fzh} ${fxt} ${fyt} ${fzt} ${xh} ${xt}" file ${folder}/lmp${L}.forces screen no
fix             log_frcs all print 10 "${fxh} ${fyh} ${fzh} ${fxt} ${fyt} ${fzt} ${xh} ${xt}" file ${folder}/lmp${L}.forces screen no
fix             log_frcs all print 10 "${fxh} ${fyh} ${fzh} ${fxt} ${fyt} ${fzt} ${xh} ${xt}" file L130_T300_Ns100000_Neq25000_Nrun1000000_ts10_td1000/lmp${L}.forces screen no
fix             log_frcs all print 10 "${fxh} ${fyh} ${fzh} ${fxt} ${fyt} ${fzt} ${xh} ${xt}" file L130_T300_Ns100000_Neq25000_Nrun1000000_ts10_td1000/lmp130.forces screen no
run             ${Nrun}
run             1000000
Per MPI rank memory allocation (min/avg/max) = 18.15 | 18.39 | 18.62 Mbytes
Step Temp PotEng 
  125000    306.70801    2.7319144 
  125010    318.46978    1.2544988 
  125020     309.1125      1.66179 
  125030    297.27986    2.7196422 
  125040    308.82768    1.1258476 
  125050    307.82051    1.1227322 
  125060    285.73762    2.7574029 
  125070    309.47354   0.31830107 
  125080    308.77316  -0.31218919 
  125090    304.38889   0.25558043 
  125100    294.04928   0.78950456 
  125110    295.73155   0.39258589 
  125120    282.87335    1.4709319 
  125130    284.75326   0.78017611 
  125140    287.62283    0.4793459 
  125150    277.98927    1.3150375 
  125160    286.27372   0.59860123 
  125170    290.43395 -0.090361558 
  125180     296.2354  -0.62302419 
  125190    290.07962   0.36407301 
  125200    293.60531   -0.5729306 
  125210    287.28869   0.43059933 
  125220    284.45289    0.8110533 
  125230    287.96636   0.68288479 
  125240    292.33682   0.51078581 
  125250    299.97346   0.39741999 
  125260    287.23502    1.9791398 
  125270    286.10853    1.8983607 
  125280    295.61776   0.77770678 
  125290    302.34058   0.62939595 
  125300    297.48459    1.4632013 
  125310    301.99686   0.68663804 
  125320    294.54321    1.3803285 
  125330    303.99626   0.46930455 
  125340    305.27121   0.79188537 
  125350     310.3101  -0.17841344 
  125360    304.38572   0.98157953 
  125370    297.12447    2.0107615 
  125380     307.2252    1.0944264 
  125390    314.60133    1.1651542 
  125400    305.77892    1.7162778 
  125410    311.42057    1.5437818 
  125420    304.82328    2.5864424 
  125430    301.98751    2.5527563 
  125440    310.46637    1.9396589 
  125450    316.94492    1.1006056 
  125460    312.57716    1.7049289 
  125470    304.71546    2.7366898 
  125480    297.50025    2.9779806 
  125490    314.27037    1.5659301 
  125500    313.45933    1.5184872 
  125510    288.19897     3.516052 
  125520    306.46341      1.43792 
  125530    296.87142    2.4297774 
  125540    307.82144   0.83425061 
  125550    310.80055   0.22195641 
  125560    306.19417   0.78077194 
  125570    292.23241     1.820632 
  125580    299.86864   0.64543647 
  125590    303.47455  -0.30965082 
  125600    297.92851  -0.36027897 
  125610    292.28907   0.45817119 
  125620    271.92947    2.1975861 
  125630    299.22215  -0.77148279 
  125640    288.26139  -0.05702844 
  125650    298.18335  -0.68306573 
  125660    284.24122     0.547167 
  125670    293.63132   -0.2134824 
  125680     299.5903  -0.30231038 
  125690     293.4884 0.0055245084 
  125700    286.76784   0.73655702 
  125710    280.59257   0.98173828 
  125720    296.90154  -0.45375145 
  125730    290.59453   0.23467068 
  125740    283.24241   0.82082787 
  125750    291.87864  -0.12666766 
  125760    299.89734  -0.98623058 
  125770    300.83674   -1.0023338 
  125780    295.45283  -0.60096533 
  125790    300.56254  -0.50417689 
  125800    292.47008   0.25498623 
  125810    318.55548   -1.8642018 
  125820    306.42377  -0.54207284 
  125830    304.73687  0.007076687 
  125840    300.01142   0.39985134 
  125850    300.19358   0.81008884 
  125860    304.49377   0.52937097 
  125870    305.87624    1.2447119 
  125880    304.91785     1.259392 
  125890    312.03604   0.92477534 
  125900     305.2873    1.1016003 
  125910    312.82383   0.71181237 
  125920    319.60424   0.33242921 
  125930    323.12857 -0.047180804 
  125940    300.47875    1.8342013 
  125950    313.25269   0.69914202 
  125960    318.24217   0.33515417 
  125970    308.04447    1.3603607 
  125980    315.76171   0.24277294 
  125990    295.14039    2.7790465 
  126000    307.33702    1.5895786 
  126010    300.80401    1.6876314 
  126020    310.69033   0.82699916 
  126030    304.33969    1.3799377 
  126040    306.78867    1.0363164 
  126050     308.9941   0.26650237 
  126060    302.77461   0.86753326 
  126070    306.71524   0.28351109 
  126080    298.83237   0.61368164 
  126090     306.0803  -0.56565652 
  126100    303.79633  -0.19575537 
  126110    296.74287    0.2273433 
  126120    292.80828   0.50170213 
  126130     297.9521 -0.049665814 
  126140    302.29718  -0.72855053 
  126150    297.68168 -0.00095544584 
  126160    290.20684 0.0033695204 
  126170    290.08702  0.088161323 
  126180    303.05735   -1.2404106 
  126190    306.90905   -1.9125065 
  126200    298.27108  -0.64184038 
  126210    296.44531  -0.36797362 
  126220    295.17293  -0.27827996 
  126230    297.46393  -0.46716239 
  126240    302.10287  -0.76174841 
  126250    298.78335  -0.58472151 
  126260    286.44971   0.53541039 
  126270    292.20435  0.079458351 
  126280    296.75036 -0.014233319 
  126290    291.37067   0.58930543 
  126300    287.93675   0.34325026 
  126310    298.34994  -0.38926336 
  126320    300.37749  -0.65693826 
  126330    301.36216   -0.7163265 
  126340    286.12302   0.55132443 
  126350    301.42098  -0.74228298 
  126360    301.19294 -0.084367833 
  126370    308.95218  -0.65507785 
  126380    286.12547    1.2998297 
  126390    300.39747   0.28917226 
  126400    297.83846  0.076084221 
  126410    302.94315   0.13944186 
  126420    309.93351 -0.080895355 
  126430    310.06704  0.075214206 
  126440    311.08146   0.30435608 
  126450    308.42502   0.72267895 
  126460    315.74507   0.33877808 
  126470    314.25554    0.7075217 
  126480    319.19538   0.65703192 
  126490    321.50826  -0.07927746 
  126500    320.50028   0.51543272 
  126510    322.65945   0.61506264 
  126520    321.85357   0.39833825 
  126530    322.38189 -0.026583513 
  126540    303.35379    1.4335205 
  126550    308.98119    1.3129458 
  126560    313.50163   0.63283018 
  126570    314.22564   0.39890334 
  126580     309.2604   0.87701315 
  126590    307.63775    1.0303578 
  126600    300.67306    1.6439684 
  126610    302.92294    1.4308061 
  126620    313.05528   0.71825784 
  126630     306.8472    1.1891307 
  126640    302.14112    0.9676311 
  126650    304.58777    1.0585672 
  126660    299.19493   0.90008247 
  126670    300.28693   0.92066494 
  126680     315.1285  -0.88647043 
  126690    294.42012    1.0156873 
  126700    298.70447    0.7359539 
  126710    298.21354   0.61899313 
  126720    312.90226  -0.64451553 
  126730    300.33099   0.20754973 
  126740    314.98373   -1.4329959 
  126750    293.74182   0.57282306 
  126760    299.59124 -0.0099870054 
  126770    292.80333   0.72616926 
  126780     280.0208     1.779362 
  126790    296.93928 -0.0042384018 
  126800    295.05983  0.038119403 
  126810    291.63249   0.27126398 
  126820    291.13101   0.88750434 
  126830    290.66748    1.0781148 
  126840    288.99287    1.0189633 
  126850    300.30598  -0.22131511 
  126860    295.36539   0.46349385 
  126870     287.9015   0.90343119 
  126880    295.55011   0.60530771 
  126890    298.73377    0.1791883 
  126900    298.87337  0.080814474 
  126910    306.37629  -0.95823818 
  126920    300.77367 -0.087218974 
  126930    295.99402   0.20791219 
  126940    296.48551   0.48631497 
  126950    309.68674  -0.60032045 
  126960     308.9903  -0.34146271 
  126970    297.35453    1.1110256 
  126980      295.459     1.189457 
  126990    298.97598    1.4768647 
  127000    314.31934   0.65498658 
  127010    312.17364    1.1774834 
  127020    308.47323    1.3544722 
  127030    302.30504    1.9893068 
  127040    299.13517    3.0221591 
  127050    320.04036    1.6117991 
  127060    320.04853    1.2064499 
  127070    312.35123     1.905188 
  127080    301.97777    2.5777279 
  127090    307.17692    2.3396658 
  127100    323.46319    1.3868823 
  127110    324.89821    1.2016166 
  127120    322.97178     1.379616 
  127130    318.09972    1.5320077 
  127140    308.96643    2.5098866 
  127150    323.58952      1.00306 
  127160    329.97617   0.80298094 
  127170    317.07934    1.3390288 
  127180    303.06243    2.1509051 
  127190    306.33196    2.4850595 
  127200    317.70263    1.2161685 
