fix             log_frcs all print ${tsamp} "${fxh} ${fyh} ${fzh} ${fxt} ${fyt} ${fzt} ${xh} ${xt}" file ${folder}/lmp${L}.forces screen no
fix             log_frcs all print 10 "${fxh} ${fyh} ${fzh} ${fxt} ${fyt} ${fzt} ${xh} ${xt}" file ${folder}/lmp${L}.forces screen no
fix             log_frcs all print 10 "${fxh} ${fyh} ${fzh} ${fxt} ${fyt} ${fzt} ${xh} ${xt}" file L130_T300_Ns100000_Neq50000_Nrun1000000_ts10_td1000/lmp${L}.forces screen no
fix             log_frcs all print 10 "${fxh} ${fyh} ${fzh} ${fxt} ${fyt} ${fzt} ${xh} ${xt}" file L130_T300_Ns100000_Neq50000_Nrun1000000_ts10_td1000/lmp130.forces screen no
run             ${Nrun}
run             1000000
Per MPI rank memory allocation (min/avg/max) = 18.15 | 18.39 | 18.62 Mbytes
Step Temp PotEng 
  150000    306.54853   0.35278269 
  150010    301.58181   0.69039475 
  150020    305.32694   0.54529155 
  150030    298.73708   0.97576799 
  150040    297.03136    1.4204946 
  150050    307.44518   0.31207064 
  150060    299.33108   0.75667226 
  150070    288.31388    2.0215811 
  150080     292.0453    2.1380985 
  150090    303.56237    1.3588516 
  150100    306.74953   0.76697393 
  150110    301.09242    1.0920133 
  150120    302.68816    1.0775715 
  150130    295.07023    1.1795093 
  150140    310.04693  -0.26140205 
  150150    303.25595   0.73992562 
  150160    284.29082    2.7890683 
  150170    283.50323    2.1708161 
  150180    292.18994    1.6419507 
  150190    290.29767    1.6681179 
  150200    306.97968   0.32264356 
  150210    311.35078  0.038050181 
  150220    288.55537    2.2984051 
  150230    297.41548    1.6708346 
  150240    298.98232    1.5079436 
  150250    306.53119    0.7061698 
  150260    311.35392 -0.032088133 
  150270    292.99341    1.5126496 
  150280    305.35928    0.3754656 
  150290    319.97598  -0.86095929 
  150300    310.57237   0.33326175 
  150310    293.27555    2.1153064 
  150320    294.93357    2.3432294 
  150330    315.17411   0.40682123 
  150340    300.34211      1.64827 
  150350    309.78772   0.69096205 
  150360    305.74813    1.1598685 
  150370    310.82353   0.82483907 
  150380    306.92718   0.86900942 
  150390    293.96795    2.1182943 
  150400    299.45772   0.86500325 
  150410    299.03374    1.3253409 
  150420    301.87412   0.65234791 
  150430    294.01374    1.3406092 
  150440    286.35804    1.5888564 
  150450    289.85755   0.86404499 
  150460    304.44496  -0.35993053 
  150470    293.89216 -0.0027230793 
  150480    293.95341   0.40400975 
  150490    303.11165   -0.1866413 
  150500    290.50224    0.7262434 
  150510    289.79807   0.58704726 
  150520    296.01271  0.093268445 
  150530    297.75303   0.41489427 
  150540    286.50224    1.2363075 
  150550    289.21403    1.4389299 
  150560    284.39614    1.4898398 
  150570    296.59815  0.041510101 
  150580     287.0941   0.49069486 
  150590    282.19166    1.1635344 
  150600    287.07346   0.72192677 
  150610    290.24892   0.39863125 
  150620     293.8306   0.35416087 
  150630    289.47124   0.16671626 
  150640    292.95248   0.33360241 
  150650    282.49467    1.7028293 
  150660    300.30285    0.3801961 
  150670    290.20128    1.2917065 
  150680    285.60292    2.2885909 
  150690    303.52433    1.2375621 
  150700    308.26451   0.38856971 
  150710    296.79524      1.13779 
  150720    295.59868    1.7768292 
  150730    309.92276    0.5677243 
  150740      311.337   0.40414088 
  150750    320.20076   0.10252042 
  150760    288.84285     2.835876 
  150770    298.73485     2.549984 
  150780    320.28977   0.35687734 
  150790    323.56169   0.25446725 
  150800    303.80337    1.4753972 
  150810    313.15534    1.3865684 
  150820    301.07642     2.061542 
  150830    307.92301    1.5823003 
  150840    316.29049   0.21745336 
  150850    308.58517   0.93208602 
  150860    310.60633   0.71561917 
  150870    294.75257    2.1617473 
  150880    306.24819    1.0695287 
  150890    304.77183    0.9446733 
  150900    307.53745   0.71272363 
  150910      285.569     2.357813 
  150920    295.54358    1.7098518 
  150930    301.29607     1.268239 
  150940    298.15496    1.2252501 
  150950    312.85003   0.26401594 
  150960    299.73271      1.27141 
  150970    297.55954     0.981635 
  150980    299.90173    1.3941797 
  150990    303.24423    1.0814997 
  151000    308.27802   0.73159476 
  151010    302.19989   0.92186091 
  151020    299.81706    1.1969611 
  151030    293.37149    2.1547597 
  151040     301.2198    1.4252333 
  151050    289.26204    2.0913992 
  151060    293.60463    2.0034008 
  151070    304.55948    1.0080843 
  151080    296.73503    1.8054912 
  151090    303.40445   0.70213472 
  151100    288.06756    1.6929633 
  151110    306.55068   0.44859822 
  151120    299.51943   0.98826728 
  151130    296.14622   0.96507426 
  151140    303.23821   0.42349809 
  151150    304.33522  0.029159427 
  151160    300.89702   0.41065793 
  151170    292.36666   0.49703542 
  151180    288.42298   0.92484172 
  151190    279.08506    1.0873786 
  151200    291.36948  -0.16146509 
  151210    288.01868 -0.059929743 
  151220    291.21482  -0.32802577 
