fix             log_frcs all print ${tsamp} "${fxh} ${fyh} ${fzh} ${fxt} ${fyt} ${fzt} ${xh} ${xt}" file ${folder}/lmp${L}.forces screen no
fix             log_frcs all print 10 "${fxh} ${fyh} ${fzh} ${fxt} ${fyt} ${fzt} ${xh} ${xt}" file ${folder}/lmp${L}.forces screen no
fix             log_frcs all print 10 "${fxh} ${fyh} ${fzh} ${fxt} ${fyt} ${fzt} ${xh} ${xt}" file L180_T300_Ns100000_Neq25000_Nrun1000000_ts10_td1000/lmp${L}.forces screen no
fix             log_frcs all print 10 "${fxh} ${fyh} ${fzh} ${fxt} ${fyt} ${fzt} ${xh} ${xt}" file L180_T300_Ns100000_Neq25000_Nrun1000000_ts10_td1000/lmp180.forces screen no
run             ${Nrun}
run             1000000
Per MPI rank memory allocation (min/avg/max) = 18.61 | 18.62 | 18.62 Mbytes
Step Temp PotEng 
  125000     315.3802   0.79862157 
  125010    303.78778    1.6527211 
  125020    306.64338    1.8648367 
  125030    321.51505    0.4134197 
  125040     317.7767   0.87596343 
  125050    317.10295   0.75457548 
  125060    303.65625    1.9064139 
  125070     290.3921    2.9114233 
  125080    312.11875   0.99223096 
  125090    311.51425   0.66895916 
  125100    301.81415    1.2484723 
  125110    303.21825    1.1839007 
  125120     296.6934    1.4621772 
  125130    299.05212    1.1322928 
  125140    310.88169  -0.64822037 
  125150    298.80736   0.53702999 
  125160    293.53785   0.46576235 
  125170    302.92273  -0.37753008 
  125180      293.834   0.30300625 
  125190    290.45713   0.54661288 
  125200    311.43854   -1.2971447 
  125210    287.36308    1.2881233 
  125220    295.03059   0.35386963 
  125230    300.45633   0.25323572 
  125240    302.46353  -0.36042127 
  125250    296.19898    0.4426877 
  125260    306.61838   0.21284179 
  125270    293.08858    1.1464947 
  125280    296.18528   0.94271616 
  125290    298.06909   0.51064873 
  125300    280.09897     2.153928 
  125310    292.91207   0.97214875 
  125320    296.14236   0.46319301 
  125330    293.42657    0.7143584 
  125340    296.48808   0.35834187 
  125350    286.82797     1.509734 
  125360    303.43605   0.25498851 
  125370    301.46969   0.26161773 
  125380    304.06525   0.23649411 
  125390    299.79908   0.32112792 
  125400    312.21897  -0.69107999 
  125410    309.80672  -0.80862523 
  125420    310.22876   -1.0695554 
  125430    304.68308   0.41144622 
  125440    305.00037   0.61141879 
  125450    311.05396  -0.04885981 
  125460     308.2682   0.42345446 
  125470    310.02929   0.64210644 
  125480    307.44398    1.3303227 
  125490    304.75898    1.9040741 
  125500    305.59767     1.956132 
  125510    310.52119    1.3940369 
  125520    310.83989    1.0693604 
  125530    303.12467     1.940695 
  125540     310.4367    1.4955833 
  125550    310.44891    1.2593617 
  125560    302.26571    2.1179659 
  125570    309.64112    1.6119405 
  125580    305.82055    2.3177374 
  125590     320.2767    1.1570716 
  125600    324.73736   0.91995559 
  125610    317.54918    2.0035438 
  125620    309.33787    2.3834641 
  125630     327.4065    1.0684091 
  125640     312.8194    2.7380868 
  125650    319.81791    1.7382755 
  125660    319.17107    1.7361121 
  125670     307.4007    2.9312788 
  125680    321.54866      1.20731 
  125690    316.75198    1.4671086 
  125700     306.1372    2.3125478 
  125710    312.72537    1.0666365 
  125720    312.48269    1.2776553 
  125730    307.38207     1.432138 
  125740    302.06716    1.7650849 
  125750     303.2456    1.5942967 
  125760    309.63999    0.4015809 
  125770    296.35942     1.569481 
  125780    301.45418    0.5207866 
  125790    296.42907   0.64018346 
  125800    287.64364    1.8182633 
  125810    293.84324    1.2454173 
  125820     288.9341    1.6387103 
  125830    295.02316    1.3143069 
  125840    292.79136    1.4948798 
  125850    305.07336   0.16556755 
  125860    290.33104    1.4935466 
  125870    306.16436   0.12742193 
  125880    287.91303    1.4151025 
  125890    294.86839   0.86096459 
  125900    295.44002    0.9198237 
  125910    301.64622   0.45201563 
  125920    295.98232    1.1861175 
  125930    298.58139   0.48521202 
  125940    307.88049   0.12704751 
  125950    291.70898    1.6095672 
  125960    309.12759 -0.014685058 
  125970    302.39783   0.65272007 
  125980    300.53074    0.6936061 
  125990    287.91692    1.9115526 
  126000    305.74682   0.82997818 
  126010    292.72882    1.6511221 
  126020    297.00603   0.75694919 
  126030    292.42875     1.156715 
  126040    308.15502  -0.27888439 
  126050    294.19607    1.2571201 
  126060    302.35736   0.86538725 
  126070    295.44261    1.5904761 
  126080    304.13067   0.91186876 
  126090    314.37415   0.21952834 
  126100    315.54382   0.42475146 
  126110    298.14961    2.1463062 
  126120    296.18663     2.185015 
  126130    322.30107  -0.10444729 
  126140    316.87223   0.46953812 
  126150    311.97447    1.4389765 
  126160    307.09083    1.5863159 
  126170    310.00894     1.770203 
  126180    318.29588     0.965164 
  126190    315.00752    1.1589019 
  126200    318.26111    1.1181396 
  126210    314.21053    1.4808592 
  126220    313.23563    1.6248366 
  126230    310.87499    1.9702143 
  126240    315.32785    1.8367133 
  126250    309.03378    2.2523024 
  126260    316.77992    1.2035943 
  126270    314.21058    1.7371488 
  126280    298.18118    2.5376527 
  126290    304.27861    1.8184127 
  126300    312.33174   0.58637922 
  126310    301.74657    1.2363192 
  126320    317.71402 0.0031349839 
  126330    301.44273     1.107693 
  126340    301.70577   0.86316339 
  126350    305.91713   0.36020248 
  126360    295.24063    1.4844592 
  126370    303.83035   0.22998583 
  126380    301.06166   0.12540777 
  126390    295.50882   0.42918174 
  126400    291.15661   0.68682662 
  126410    305.57578  -0.88137339 
  126420    292.99914   0.19510181 
  126430    300.60422   -0.9023174 
  126440    289.15851   0.34334267 
  126450    294.00036  0.092214066 
  126460    300.46522  -0.47637931 
  126470    295.91969 -0.086685534 
  126480    296.54587  -0.28078992 
  126490    298.49107  -0.17510615 
  126500    291.12163   0.89408189 
  126510    289.44491   0.85169163 
  126520    295.15959   0.62157247 
  126530    306.07482  -0.13499507 
  126540    295.02755  -0.21408441 
  126550    291.50926   0.29056422 
  126560    292.60344    0.2009331 
  126570    298.63248   0.42400473 
  126580    297.96182    0.1391168 
  126590    311.24234   -1.0053197 
  126600    291.54703   0.67129458 
  126610    288.03116   0.88467468 
  126620    296.72761   0.40143696 
  126630    317.04013   -1.8657204 
  126640    312.43808  -0.98994763 
  126650    312.99535  -0.73919212 
  126660     300.1419    0.4366498 
  126670    307.48838  -0.19718216 
  126680    296.95083   0.78916881 
  126690    308.47465 -0.004689985 
  126700    310.11004 -0.056542026 
  126710    308.95181  0.095328926 
  126720    298.91836    1.1125415 
  126730    306.16914   0.92427859 
  126740    318.90201  -0.21003061 
  126750    303.13065    1.2775051 
  126760    312.51149    1.0151292 
  126770    307.80369    1.6465157 
  126780    317.32669    1.2112116 
  126790     313.1112    1.4125805 
  126800    303.14901    2.7772392 
  126810    308.33242    2.0533417 
  126820    325.32171   0.64505069 
  126830    309.42741    2.3547896 
  126840    299.15774    3.4047084 
  126850    305.43037    3.2358446 
  126860    306.82961    2.4930751 
  126870    323.32055    1.6020346 
  126880     322.3621    1.4232451 
  126890     317.9955     1.375239 
  126900    311.97232    1.9353302 
  126910    315.54694    1.4886244 
  126920    313.42532    1.5269298 
  126930    307.65699    1.8511304 
  126940    306.12729     1.751139 
  126950    303.17702    1.4938862 
  126960    307.54029   0.93196197 
  126970    306.32531   0.64087753 
  126980    284.20163    2.2071974 
  126990    299.17039   0.48518544 
  127000    306.41955  -0.32146879 
