fix             log_frcs all print ${tsamp} "${fxh} ${fyh} ${fzh} ${fxt} ${fyt} ${fzt} ${xh} ${xt}" file ${folder}/lmp${L}.forces screen no
fix             log_frcs all print 10 "${fxh} ${fyh} ${fzh} ${fxt} ${fyt} ${fzt} ${xh} ${xt}" file ${folder}/lmp${L}.forces screen no
fix             log_frcs all print 10 "${fxh} ${fyh} ${fzh} ${fxt} ${fyt} ${fzt} ${xh} ${xt}" file L150_T300_Ns100000_Neq25000_Nrun1000000_ts10_td1000/lmp${L}.forces screen no
fix             log_frcs all print 10 "${fxh} ${fyh} ${fzh} ${fxt} ${fyt} ${fzt} ${xh} ${xt}" file L150_T300_Ns100000_Neq25000_Nrun1000000_ts10_td1000/lmp150.forces screen no
run             ${Nrun}
run             1000000
Per MPI rank memory allocation (min/avg/max) = 18.61 | 18.62 | 18.62 Mbytes
Step Temp PotEng 
  125000    303.14984    1.7558463 
  125010    299.61909    1.8562646 
  125020    300.29553    1.9240743 
  125030    316.30469  -0.07556799 
  125040    313.68838  -0.18835323 
  125050    311.68582  -0.26546814 
  125060    304.77331   0.33165113 
  125070    306.27075   0.38593579 
  125080    299.82486   0.80003763 
  125090    303.64084   0.49674197 
  125100    308.77801   0.40204712 
  125110    288.46414    1.7171489 
  125120    306.59597  0.016686431 
  125130    301.23884   0.50694831 
  125140    301.84821   0.29222138 
  125150    302.04846    0.4088935 
  125160     300.3774   0.55599794 
  125170    295.97324   0.89825301 
  125180    299.40612   0.19474093 
  125190    300.71111  -0.30567663 
  125200    302.33711  -0.22995166 
  125210    288.54222    0.8127986 
  125220    289.73382   0.85839448 
  125230    297.75685   0.15270685 
  125240      295.502   0.19466136 
  125250    302.38685  -0.43073849 
  125260    294.37244   0.38955533 
  125270    290.22364   0.98868668 
  125280    294.89784   0.24673454 
  125290    298.00056   0.13709168 
  125300    289.02384    1.1659414 
  125310    298.06844 -0.083459286 
  125320    287.52703   0.88558565 
  125330    288.41289    1.1329613 
  125340    298.60649  -0.12770817 
  125350    299.73609  0.040571438 
  125360    303.64347  -0.29464021 
  125370    291.80943   0.60373933 
  125380    294.75712   0.81942409 
  125390    286.56414    1.2221841 
  125400    306.88291  -0.35045643 
  125410    302.65778   0.18145516 
  125420    300.11091   0.71933079 
  125430    300.83024   0.52531543 
  125440    297.78369    1.2757958 
  125450    309.94439   -0.1318674 
  125460    319.62839 -0.094907111 
  125470    311.17832   0.60148314 
  125480    317.23826   0.45701203 
  125490     303.9719    2.0488174 
  125500    298.87508    2.2204012 
  125510    316.41509    1.3453959 
  125520    319.16628    1.2558151 
  125530    309.72585     1.764268 
  125540    307.96357    1.6807392 
  125550    312.05329    1.1229786 
  125560    311.60168   0.98531219 
  125570    316.28863   0.67315435 
  125580    311.38754   0.27303498 
  125590     304.6465    1.2863049 
  125600    306.71746   0.96377289 
  125610    304.26699    1.1882362 
  125620    302.95826    1.2843885 
  125630    317.32076  -0.38825328 
  125640    307.95459   0.90373476 
  125650    301.31535    1.2105729 
  125660    300.71332   0.88971922 
  125670    297.87608    1.2007111 
  125680    312.69969  -0.26033497 
  125690    290.25424    1.2495244 
  125700    295.49072   0.89841779 
  125710     298.8139   0.30480637 
  125720    301.59945  -0.16148044 
  125730    293.74634   0.39183951 
  125740     296.6872  -0.21016841 
  125750    288.53075   0.15879813 
  125760    291.69326 -0.0038515237 
  125770    297.94367  -0.51113704 
  125780    292.35655  0.050770773 
  125790    297.91785  -0.96589124 
  125800    294.63646    -1.052257 
  125810    292.58353  -0.77187821 
  125820     285.6131  0.090274629 
  125830    303.20566   -1.1652752 
  125840    292.89218  -0.14174687 
  125850    297.84049  -0.81066217 
  125860    302.43987  -0.81933324 
  125870    296.37501  -0.47219341 
  125880    294.82023  -0.45542531 
  125890    300.26363  -0.69027995 
