fix             log_frcs all print ${tsamp} "${fxh} ${fyh} ${fzh} ${fxt} ${fyt} ${fzt} ${xh} ${xt}" file ${folder}/lmp${L}.forces screen no
fix             log_frcs all print 10 "${fxh} ${fyh} ${fzh} ${fxt} ${fyt} ${fzt} ${xh} ${xt}" file ${folder}/lmp${L}.forces screen no
fix             log_frcs all print 10 "${fxh} ${fyh} ${fzh} ${fxt} ${fyt} ${fzt} ${xh} ${xt}" file L200_T300_Ns100000_Neq25000_Nrun1000000_ts10_td1000/lmp${L}.forces screen no
fix             log_frcs all print 10 "${fxh} ${fyh} ${fzh} ${fxt} ${fyt} ${fzt} ${xh} ${xt}" file L200_T300_Ns100000_Neq25000_Nrun1000000_ts10_td1000/lmp200.forces screen no
run             ${Nrun}
run             1000000
Per MPI rank memory allocation (min/avg/max) = 18.61 | 18.61 | 18.62 Mbytes
Step Temp PotEng 
  125000    288.10922   0.52666162 
  125010     284.1804   0.72412924 
  125020    288.59338   0.88661847 
  125030    283.89777    1.0611322 
  125040    285.59977    1.3284164 
  125050    294.26455    1.0280891 
  125060    289.33367    1.4471111 
  125070    293.51088    1.2670307 
  125080    282.08274    2.7122802 
  125090    313.66481   0.45552417 
  125100    296.04326    1.7430629 
  125110     299.1562    2.1118525 
  125120    299.37839    2.7110274 
  125130     309.7632    2.1707001 
  125140    315.89138    1.5844301 
  125150     309.5794    2.0879507 
  125160    295.72227    3.5373213 
  125170    296.45757    3.8632014 
  125180    308.94167    3.1144495 
  125190    304.78869    3.0710139 
  125200    297.07146    4.0234397 
  125210    308.12986    2.9650401 
  125220    309.19085    2.8612972 
  125230    300.99223    3.4748927 
  125240    291.53786    4.0842891 
  125250    298.45638    3.6132104 
  125260    311.48935    2.0521778 
  125270    303.70203    2.5200167 
  125280    307.62329    2.1325666 
  125290    302.46268     3.142399 
  125300    305.48045    2.0370842 
  125310    294.27644    3.4341948 
  125320    302.32271    2.9271585 
  125330    306.28754    2.0389056 
  125340    293.11839      3.38851 
  125350    312.15989    1.7651177 
  125360    308.52965    1.8689158 
  125370    303.36598    2.1259342 
  125380    288.91281    3.2976943 
  125390    298.77822    2.2889687 
  125400     302.7844    1.9063402 
  125410    301.37184    2.2973207 
  125420    299.51342    2.3897169 
  125430    298.83991    2.0463902 
  125440    305.06409    1.4356995 
  125450    309.94703   0.99920991 
  125460    295.59695    2.1941735 
  125470    305.52977   0.91491758 
  125480    289.00816    2.0932415 
  125490    295.54139    1.9064757 
  125500    298.17273    1.6158567 
  125510    285.87066    2.3365134 
  125520    284.58329    2.6186864 
  125530    284.60926    2.3587772 
  125540    300.42175   0.82704502 
  125550    291.37659    1.0090445 
  125560    287.29357    1.2194643 
  125570    278.13705    1.8033713 
  125580    284.24113    1.1152068 
  125590    293.85464 -0.064400749 
  125600    285.06405    1.0326911 
  125610    279.28312     1.128154 
  125620    283.54525     1.044219 
  125630    287.18794   0.89150115 
  125640    285.20889   0.89520641 
  125650    293.64372   0.26499952 
  125660     278.8076    1.7126143 
  125670     275.4662    1.9966583 
  125680    281.20181    1.6049071 
  125690    289.84341    0.9450288 
  125700    299.16012   0.25989066 
  125710    286.49489    1.8932416 
  125720    280.24024     3.370902 
  125730    292.94855    1.9039427 
  125740    310.98951   0.96367357 
  125750    289.94135    2.9328908 
  125760    299.53639    2.5462326 
  125770    292.51558     3.082922 
  125780    300.77959    2.1425121 
  125790    310.15979    1.3478435 
  125800    307.01156    1.7824549 
  125810    297.82974    2.5549634 
  125820    295.60365    2.7661924 
  125830     305.3175    1.8772802 
  125840    307.44452     2.177184 
  125850    319.72009   0.95269551 
  125860    295.27962    3.2078197 
  125870     292.5464    3.4210625 
