fix             log_frcs all print ${tsamp} "${fxh} ${fyh} ${fzh} ${fxt} ${fyt} ${fzt} ${xh} ${xt}" file ${folder}/lmp${L}.forces screen no
fix             log_frcs all print 10 "${fxh} ${fyh} ${fzh} ${fxt} ${fyt} ${fzt} ${xh} ${xt}" file ${folder}/lmp${L}.forces screen no
fix             log_frcs all print 10 "${fxh} ${fyh} ${fzh} ${fxt} ${fyt} ${fzt} ${xh} ${xt}" file L160_T300_Ns100000_Neq25000_Nrun1000000_ts10_td1000/lmp${L}.forces screen no
fix             log_frcs all print 10 "${fxh} ${fyh} ${fzh} ${fxt} ${fyt} ${fzt} ${xh} ${xt}" file L160_T300_Ns100000_Neq25000_Nrun1000000_ts10_td1000/lmp160.forces screen no
run             ${Nrun}
run             1000000
Per MPI rank memory allocation (min/avg/max) = 18.16 | 18.25 | 18.34 Mbytes
Step Temp PotEng 
  125000    299.40597   0.52038482 
  125010    301.90552  0.051120398 
  125020    300.62989   0.25776368 
  125030    300.69018   0.58664643 
  125040    299.43309   0.98830197 
  125050    301.23933   0.97105817 
  125060    306.60511   0.41914171 
  125070    304.48552   0.89366154 
  125080    305.08954   0.96886585 
  125090    317.33173   0.24702101 
  125100     302.1652      1.17293 
  125110    314.71501   0.65081935 
  125120    309.87772    1.5978536 
  125130    315.77963    1.0632078 
  125140    314.05585    1.5085533 
  125150    303.81665    2.2272477 
  125160    325.07737   0.97216801 
  125170    308.77647    2.2164408 
  125180    318.72613    1.6175858 
  125190    311.73484    2.3111803 
  125200    322.26224    1.3147561 
  125210    308.11666    2.2754575 
  125220    317.39642    1.2933727 
  125230    317.07742    1.1915048 
  125240    305.35474    2.6091281 
  125250    319.42986    1.0249448 
  125260    304.20728    2.0378025 
  125270     313.8986    1.2376389 
  125280    305.08499    1.6127205 
  125290    309.97255      1.41021 
  125300    325.19685    0.1174619 
  125310    311.50051   0.80524404 
  125320    300.27235    1.3950206 
  125330    300.62927    1.5438419 
  125340    318.07749  -0.46858624 
  125350    312.83254     0.218633 
  125360    310.98053  -0.42358427 
  125370    305.79616   0.03398418 
  125380    290.28596    1.4313232 
  125390    295.67341   0.50504027 
  125400    308.12669  -0.51305768 
  125410    306.18576  -0.51458025 
  125420    300.72522    0.5754898 
  125430    289.81687    1.4393911 
  125440    291.59223    1.4271586 
  125450    293.36455   0.87203704 
  125460    303.66439   0.55931764 
  125470    301.83511   0.46864961 
  125480    297.17445    0.9035658 
  125490    290.01141    1.0509163 
  125500    296.10491   0.82993207 
  125510     296.5332   0.87883134 
  125520    309.30814  -0.20830534 
  125530    297.19585   0.90092339 
  125540    299.75782   0.80746711 
  125550    292.32297    1.5893103 
  125560    290.28416    1.7568264 
  125570    296.97989    1.2899334 
  125580     297.5347    1.2278254 
  125590    292.09948    1.5794399 
  125600    292.41249    1.6416568 
  125610    311.62759   0.14266921 
  125620    306.91433   0.81902176 
  125630     318.7649   0.06617543 
  125640    290.64262    2.3021294 
  125650    299.82278    1.3927801 
  125660    304.33873    1.0899749 
  125670    313.58814   0.24123309 
  125680    310.58176   0.56348091 
  125690    304.48561   0.96087431 
  125700    303.13368    1.2792026 
  125710     316.4464  -0.05570824 
  125720     309.6947   0.16705076 
  125730     306.8829   0.80163279 
  125740    317.04132  -0.13121824 
  125750    314.68811  -0.25575267 
  125760    310.91526   0.29127108 
  125770     299.9276    0.9374883 
  125780    305.07999    1.2559204 
  125790    307.19579   0.93939982 
  125800     299.3787    1.2085142 
  125810    293.96034    1.8821075 
  125820    305.03638   0.14228495 
  125830    304.02782  -0.13399365 
  125840    305.19758   0.43885616 
  125850     292.8994    1.2491953 
  125860    303.31938   -0.1994446 
  125870    288.75473   0.82137925 
  125880    282.43401    1.0462188 
  125890    289.57954   0.46331157 
  125900    298.24273 -0.0068428684 
  125910    289.66084   0.23240591 
  125920    284.44959   0.67850144 
  125930     277.4367     1.045089 
  125940     289.3448   0.19456579 
  125950     304.4708   -1.3383229 
  125960    295.83278  -0.61408302 
  125970    282.88079   0.60095672 
  125980    291.18369   0.15401713 
  125990    290.55762   0.35982738 
  126000     295.5362  -0.15763984 
  126010    297.24742  -0.29281897 
  126020    286.12715   0.69280473 
  126030    280.74443    1.6030478 
  126040    295.00995   0.52799241 
  126050    289.41783   0.95568261 
  126060    299.15629   0.17210711 
  126070    300.26238   0.68067779 
  126080    286.69498    1.9768336 
  126090    287.08457    2.3917685 
  126100    308.83467   0.50477234 
  126110    299.58633    2.0145065 
  126120    313.87818   0.69304778 
  126130    301.58669    1.5697083 
  126140    285.97674    3.0062776 
  126150    293.97234    2.1746159 
  126160    306.17266    1.1267914 
  126170    305.13123     1.271985 
  126180    320.81877 -0.052467148 
  126190    308.56666    1.0429163 
  126200    287.69324    3.1643311 
  126210    305.64247    1.6223728 
  126220    310.86473    1.1095412 
  126230    318.07141   0.13870691 
  126240    309.20896   0.95351372 
  126250    292.24278    2.4001323 
  126260    306.86379   0.73620208 
  126270    310.77731   0.47553179 
  126280    307.15058      0.79523 
  126290    294.13414    1.8065778 
  126300    301.15562    1.2775773 
  126310    304.66171    1.1556151 
  126320    311.72189   0.21063552 
  126330    303.06604   0.81617483 
  126340    311.11274   0.14401053 
  126350    306.96014   0.39217062 
  126360     298.2614    1.3146806 
  126370    305.55886   0.66892444 
  126380    312.13239   0.18205975 
  126390    294.72702    1.6276048 
  126400    293.99419    1.7784438 
  126410    300.11551     1.128348 
  126420     307.4996   0.46725271 
  126430    304.31277   0.76085803 
  126440    290.72921    1.5533711 
  126450    293.65368   0.87195161 
  126460    292.84356   0.92266092 
  126470    299.95431   0.27155634 
  126480     286.6844    1.4699099 
  126490    297.38943   0.22901951 
  126500    286.98256     1.201437 
  126510     289.1458   0.87940387 
  126520     296.8027   0.10840812 
  126530    285.59977    1.0415421 
  126540    285.74802    1.0685957 
  126550    297.04261  -0.21821019 
  126560    289.73386   0.95222289 
  126570    290.65016   0.66773418 
  126580    297.40153 -0.037842861 
  126590    300.76393 -0.057876683 
  126600    297.72325   0.19548452 
  126610     287.7127   0.81405538 
  126620    295.07254   0.69051727 
  126630    309.60982  -0.47088297 
  126640    303.76134   0.26411316 
  126650    305.12447   0.67351971 
  126660    311.51574   0.55216811 
  126670    301.37197    1.7205846 
  126680    316.30575    1.0861043 
  126690    310.39636    1.8082804 
  126700    312.44567     1.484361 
  126710    312.53227    1.3147469 
  126720    313.36093    1.4379155 
  126730    300.41071    2.9964828 
  126740    303.94903    2.8019492 
  126750    317.96721    1.3990019 
  126760    316.31111     1.275634 
  126770    302.42002    2.5833774 
  126780    306.27273    2.1071338 
  126790    300.35923    3.0129415 
  126800     308.4868    2.1210552 
  126810    316.81432    1.1158722 
  126820    312.63047    1.8816749 
  126830    298.46503    2.6706011 
  126840    302.59119    2.6100881 
  126850    312.77385    1.0812337 
  126860    306.10925    1.4131037 
  126870    313.67801   0.45008888 
  126880    306.63883   0.69318328 
  126890    302.44055   0.89451668 
  126900    306.69928   0.42730752 
  126910    306.74465  -0.08235385 
  126920    309.12442  -0.40968541 
  126930    306.20928  0.098228351 
  126940    291.49297    1.1308633 
  126950     292.4831    1.0432892 
  126960    308.60012  -0.54719857 
  126970    291.83347   0.86497014 
  126980    290.61607   0.87984971 
  126990     278.4506     1.975104 
  127000    294.99682   0.37783376 
  127010    287.77536    1.2738689 
  127020    302.60804 -0.029233671 
  127030    297.70352  0.013017297 
  127040    285.50118    1.3337866 
  127050    297.44378  0.083843695 
  127060    291.46547    1.1993025 
  127070    286.28039    1.3124545 
  127080    306.12314  -0.23467929 
  127090     301.8998   0.16566142 
  127100    295.58662   0.64829309 
  127110    290.00135    0.9420925 
  127120    301.98986  0.010077051 
  127130    305.33301  -0.23287009 
  127140    310.75787   -1.0950892 
  127150    299.58326 -0.00073560702 
  127160    302.30345  -0.41515505 
  127170    308.45964  -0.51342454 
  127180    310.96274  -0.75262937 
  127190    303.92651  0.083303434 
  127200    299.11299   0.62471515 
  127210    299.08435   0.55226652 
  127220    306.35038   0.40263122 
  127230     309.2157  -0.10186668 
  127240    297.29148   0.84451098 
  127250     297.1146   0.86669908 
  127260    297.88059    1.2966519 
  127270    312.88489   0.39247708 
  127280    291.44978    1.6910831 
  127290    307.51949    0.3462433 
  127300    303.84573   0.71784218 
  127310    305.80598   0.49117268 
  127320    297.98436    1.3021231 
  127330    296.60662    1.2113794 
  127340    310.17312  0.067020693 
  127350    302.96146    1.3042037 
  127360    306.42887   0.89458512 
  127370    301.74391    1.1613725 
  127380    317.40995  -0.13439998 
  127390    305.59362   0.89729211 
  127400    322.57726   -0.4013075 
  127410    311.31013   0.94375169 
  127420    300.47117    2.1293402 
  127430    297.61736    2.8831224 
  127440    308.57308     2.401296 
  127450    299.51166    2.8241715 
  127460    318.40131    1.0472991 
  127470    309.53562    2.0909951 
  127480     301.0815    2.2611182 
  127490      301.603     1.946594 
  127500    322.72335  0.022032391 
  127510    305.26525    1.7456801 
  127520    309.68061   0.85217248 
  127530    294.62243    1.9377592 
  127540     310.6076   0.69567162 
  127550    306.77842    1.0770641 
  127560    316.62739  -0.45717546 
  127570     303.1445   0.27842609 
  127580    303.69116   0.71993125 
  127590    299.67395   0.72941869 
  127600    296.93866    1.5107174 
  127610    295.38902   0.91637284 
  127620    309.32937  -0.54705252 
  127630    308.63845  -0.62627793 
  127640    296.04969   0.47016471 
  127650    291.19821    0.8466691 
  127660    294.83045   0.14607958 
  127670    299.92976  -0.25698871 
